Date,Spot,T,OptionPrice,Delta,StockPos,Cash,PortfolioValue,HedgingError
2023-07-09,154.583,1.47844,61.8935,0.986696,0.986696,-90.7974,61.7286,-0.164873
2023-07-10,155.456,1.4757,62.7428,0.987522,0.987522,-90.9382,62.5782,-0.164617
2023-07-11,159.415,1.47296,66.6486,0.990694,0.990694,-91.4563,66.4748,-0.173765
2023-07-12,153.861,1.47023,61.1426,0.98617,0.98617,-90.7728,60.9604,-0.182226
2023-07-13,159.612,1.46749,66.817,0.990863,0.990863,-91.5342,66.6193,-0.197717
2023-07-14,159.054,1.46475,66.2507,0.990578,0.990578,-91.5014,66.0535,-0.197258
2023-07-15,151.958,1.46201,59.2299,0.984533,0.984533,-90.5953,59.0122,-0.217719
2023-07-16,150.694,1.45927,57.973,0.983374,0.983374,-90.4331,57.7551,-0.217967
2023-07-17,151.008,1.45654,58.2682,0.983714,0.983714,-90.4968,58.0516,-0.216529
2023-07-18,150.182,1.4538,57.4427,0.982837,0.982837,-90.3775,57.2271,-0.215554
2023-07-19,150.944,1.45106,58.1783,0.983733,0.983733,-90.5251,57.9639,-0.214425
2023-07-20,156.83,1.44832,63.9688,0.989205,0.989205,-91.3957,63.7414,-0.227459
2023-07-21,150.712,1.44559,57.9221,0.98359,0.98359,-90.5619,57.6767,-0.245358
2023-07-22,153.19,1.44285,60.3444,0.985981,0.985981,-90.9407,60.1015,-0.24285
2023-07-23,158.449,1.44011,65.5309,0.990497,0.990497,-91.6687,65.2744,-0.256532
2023-07-24,150.233,1.43737,57.4096,0.983246,0.983246,-90.5919,57.1239,-0.285766
2023-07-25,158.145,1.43463,65.2029,0.990381,0.990381,-91.7327,64.8909,-0.312077
2023-07-26,152.819,1.4319,59.9241,0.985809,0.985809,-91.0464,59.6034,-0.32068
2023-07-27,151.182,1.42916,58.3011,0.984289,0.984289,-90.8292,57.9773,-0.323795
2023-07-28,156.967,1.42642,63.9971,0.989719,0.989719,-91.6939,63.6597,-0.337425
2023-07-29,156.289,1.42368,63.3125,0.989158,0.989158,-91.6187,62.9761,-0.336392
2023-07-30,158.775,1.42094,65.7592,0.990899,0.990899,-91.9078,65.4219,-0.33723
2023-07-31,157.351,1.41821,64.3361,0.990096,0.990096,-91.7941,63.9983,-0.33779
2023-08-01,158.035,1.41547,64.9998,0.99053,0.99053,-91.8751,64.6631,-0.336693
2023-08-02,152.82,1.41273,59.8288,0.986124,0.986124,-91.2145,59.4854,-0.343381
2023-08-03,151.774,1.40999,58.7868,0.985165,0.985165,-91.0813,58.4415,-0.345315
2023-08-04,157.506,1.40726,64.436,0.99031,0.99031,-91.9042,64.0757,-0.360224
2023-08-05,158.068,1.40452,64.9789,0.990674,0.990674,-91.9743,64.6199,-0.359011
2023-08-06,159.905,1.40178,66.7833,0.991779,0.991779,-92.1636,66.4269,-0.356464
2023-08-07,154.126,1.39904,61.05,0.987598,0.987598,-91.5319,60.6829,-0.367077
2023-08-08,153.72,1.3963,60.6347,0.987262,0.987262,-91.4927,60.2694,-0.365242
2023-08-09,157.764,1.39357,64.6237,0.990621,0.990621,-92.0351,64.2493,-0.374384
2023-08-10,153.408,1.39083,60.2987,0.987061,0.987061,-91.5017,59.9215,-0.37725
2023-08-11,159.308,1.38809,66.1242,0.991599,0.991599,-92.237,65.7322,-0.392079
2023-08-12,158.584,1.38535,65.3947,0.991206,0.991206,-92.1873,65.0022,-0.392504
2023-08-13,154.29,1.38261,61.1311,0.98805,0.98805,-91.7131,60.7331,-0.39797
2023-08-14,157.509,1.37988,64.3032,0.990629,0.990629,-92.1318,63.9009,-0.402342
2023-08-15,157.545,1.37714,64.326,0.990684,0.990684,-92.1531,63.9246,-0.401372
2023-08-16,151.031,1.3744,57.8758,0.985026,0.985026,-91.3111,57.4585,-0.417249
2023-08-17,159.026,1.37166,65.7637,0.991636,0.991636,-92.3749,65.3206,-0.443112
2023-08-18,155.053,1.36893,61.8182,0.989031,0.989031,-91.9836,61.3682,-0.450035
2023-08-19,158.265,1.36619,64.9835,0.99125,0.99125,-92.3474,64.5324,-0.451073
2023-08-20,153.2,1.36345,59.9583,0.987356,0.987356,-91.7634,59.5,-0.458308
2023-08-21,158.955,1.36071,65.6398,0.991734,0.991734,-92.4718,65.1694,-0.470412
2023-08-22,153.892,1.35797,60.6156,0.988129,0.988129,-91.9299,60.1354,-0.480209
2023-08-23,150.108,1.35524,56.8714,0.984422,0.984422,-91.3859,56.3841,-0.487353
2023-08-24,159.054,1.3525,65.6966,0.991899,0.991899,-92.5877,65.1776,-0.518936
2023-08-25,150.913,1.34976,57.634,0.985334,0.985334,-91.6095,57.09,-0.544022
2023-08-26,153.193,1.34702,59.8698,0.987656,0.987656,-91.9779,59.3243,-0.545563
2023-08-27,159.501,1.34428,66.1001,0.992275,0.992275,-92.7272,65.5413,-0.558793
2023-08-28,159.506,1.34155,66.0922,0.992315,0.992315,-92.7463,65.534,-0.55821
2023-08-29,155.734,1.33881,62.3438,0.990031,0.990031,-92.4033,61.7786,-0.565216
2023-08-30,156.318,1.33607,62.9081,0.990432,0.990432,-92.4786,62.3441,-0.563982
2023-08-31,154.484,1.33333,61.0798,0.989188,0.989188,-92.299,60.5151,-0.564732
2023-09-01,152.932,1.3306,59.5302,0.987715,0.987715,-92.0864,58.9669,-0.563302
2023-09-02,153.287,1.32786,59.8674,0.98812,0.98812,-92.1612,59.3045,-0.56297
2023-09-03,156.725,1.32512,63.2562,0.990826,0.990826,-92.5979,62.6895,-0.566676
2023-09-04,157.524,1.32238,64.0327,0.991361,0.991361,-92.6948,63.4681,-0.564647
2023-09-05,157.916,1.31964,64.407,0.991641,0.991641,-92.7517,63.8441,-0.562957
2023-09-06,157.896,1.31691,64.374,0.991666,0.991666,-92.7683,63.8119,-0.562057
2023-09-07,150.912,1.31417,57.4513,0.985984,0.985984,-91.9236,56.8733,-0.577979
2023-09-08,154.944,1.31143,61.4259,0.989867,0.989867,-92.5378,60.8364,-0.58959
