Date,Spot,T,OptionPrice,Delta,StockPos,Cash,PortfolioValue,HedgingError
2023-03-29,88.4981,1.7577,7.81615,0.502274,0.502274,-36.913,7.53727,-0.278875
2023-03-30,88.8646,1.75496,7.98692,0.508156,0.508156,-37.4402,7.71683,-0.270094
2023-03-31,88.2715,1.75222,7.68075,0.498374,0.498374,-36.5814,7.41082,-0.26993
2023-04-01,88.8423,1.74949,7.95195,0.507169,0.507169,-37.3673,7.69079,-0.26116
2023-04-02,88.951,1.74675,7.99442,0.508899,0.508899,-37.5257,7.7413,-0.253118
2023-04-03,90.0365,1.74401,8.53664,0.528107,0.528107,-39.2598,8.2891,-0.24754
2023-04-04,89.2401,1.74127,8.11604,0.513682,0.513682,-37.9774,7.86369,-0.252344
2023-04-05,88.8717,1.73854,7.91896,0.506578,0.506578,-37.3507,7.66978,-0.249185
2023-04-06,88.4327,1.7358,7.68928,0.499281,0.499281,-36.71,7.44277,-0.246514
2023-04-07,86.8021,1.73306,6.90243,0.46755,0.46755,-33.9602,6.62413,-0.278293
2023-04-08,87.126,1.73032,7.0408,0.473467,0.473467,-34.4799,6.77136,-0.269437
2023-04-09,87.4125,1.72758,7.16326,0.479242,0.479242,-34.9889,6.90279,-0.260479
2023-04-10,87.4181,1.72485,7.15441,0.479019,0.479019,-34.9737,6.90117,-0.25324
2023-04-11,87.1598,1.72211,7.02228,0.473164,0.473164,-34.4678,6.7731,-0.249174
2023-04-12,85.6056,1.71937,6.31064,0.44477,0.44477,-32.0414,6.03345,-0.277192
2023-04-13,85.1519,1.71663,6.10374,0.435985,0.435985,-31.2972,5.82772,-0.276019
2023-04-14,84.7842,1.71389,5.93674,0.428827,0.428827,-30.6942,5.66356,-0.273179
2023-04-15,83.9272,1.71116,5.56967,0.415748,0.415748,-29.6003,5.29229,-0.277386
2023-04-16,83.7567,1.70842,5.48979,0.41287,0.41287,-29.3629,5.21774,-0.272051
2023-04-17,84.1831,1.70568,5.65392,0.418788,0.418788,-29.8647,5.39015,-0.263768
2023-04-18,86.1836,1.70294,6.49961,0.452229,0.452229,-32.7505,6.22426,-0.275351
2023-04-19,86.3731,1.70021,6.57309,0.455411,0.455411,-33.0293,6.30595,-0.267139
2023-04-20,86.6534,1.69747,6.68803,0.460199,0.460199,-33.4483,6.42952,-0.258517
2023-04-21,86.5721,1.69473,6.64011,0.458339,0.458339,-33.2914,6.38799,-0.252113
2023-04-22,84.4793,1.69199,5.72383,0.421595,0.421595,-30.1913,5.42467,-0.29916
2023-04-23,84.4511,1.68925,5.70149,0.420919,0.420919,-30.138,5.40906,-0.29243
2023-04-24,84.5152,1.68652,5.71748,0.421536,0.421536,-30.1939,5.43232,-0.285167
2023-04-25,87.138,1.68378,6.85191,0.468282,0.468282,-34.2709,6.53422,-0.317692
2023-04-26,86.9268,1.68104,6.74397,0.46364,0.46364,-33.8717,6.4311,-0.312867
2023-04-27,87.2571,1.6783,6.88382,0.469867,0.469867,-34.4192,6.58004,-0.303779
2023-04-28,87.2189,1.67556,6.85471,0.468835,0.468835,-34.3334,6.55787,-0.296834
2023-04-29,85.9347,1.67283,6.26733,0.444946,0.444946,-32.2847,5.95156,-0.315767
2023-04-30,87.172,1.67009,6.81014,0.467326,0.467326,-34.2396,6.49812,-0.312017
2023-05-01,87.9978,1.66735,7.18392,0.484182,0.484182,-35.7271,6.87983,-0.304095
2023-05-02,88.8748,1.66461,7.59646,0.499351,0.499351,-37.0797,7.30005,-0.29641
2023-05-03,87.8566,1.66188,7.09358,0.480567,0.480567,-35.434,6.78701,-0.306564
2023-05-04,89.4093,1.65914,7.83752,0.508203,0.508203,-37.9092,7.52884,-0.308674
2023-05-05,87.8302,1.6564,7.0577,0.47933,0.47933,-35.378,6.72166,-0.336039
2023-05-06,88.4796,1.65366,7.35536,0.491937,0.491937,-36.4978,7.02857,-0.326786
2023-05-07,90.9213,1.65092,8.57679,0.534044,0.534044,-40.3307,8.22528,-0.351508
2023-05-08,89.7867,1.64819,7.97805,0.514451,0.514451,-38.5765,7.61435,-0.363698
2023-05-09,89.1461,1.64545,7.64559,0.501987,0.501987,-37.4702,7.28004,-0.365545
2023-05-10,89.258,1.64271,7.68888,0.503618,0.503618,-37.6204,7.33161,-0.357268
2023-05-11,88.6918,1.63997,7.39834,0.494124,0.494124,-36.7829,7.04183,-0.356507
2023-05-12,86.9591,1.63723,6.57586,0.458835,0.458835,-33.7188,6.18112,-0.394737
2023-05-13,87.0342,1.6345,6.59826,0.459975,0.459975,-33.8222,6.21143,-0.386826
2023-05-14,85.8694,1.63176,6.07231,0.4391,0.4391,-32.0338,5.67146,-0.400849
2023-05-15,86.3817,1.62902,6.28441,0.44743,0.44743,-32.7572,5.89249,-0.391919
2023-05-16,85.3811,1.62628,5.84239,0.429118,0.429118,-31.1978,5.44075,-0.40164
2023-05-17,87.0484,1.62355,6.55869,0.458893,0.458893,-33.7935,6.15236,-0.406324
2023-05-18,86.1894,1.62081,6.16636,0.443356,0.443356,-32.4586,5.75401,-0.412351
2023-05-19,85.8397,1.61807,6.004,0.436859,0.436859,-31.9049,5.59496,-0.409045
2023-05-20,86.7195,1.61533,6.3771,0.451761,0.451761,-33.2011,5.97538,-0.401725
2023-05-21,85.3747,1.61259,5.78488,0.427216,0.427216,-31.1097,5.36376,-0.421122
2023-05-22,85.6193,1.60986,5.87704,0.431446,0.431446,-31.4757,5.46445,-0.412593
2023-05-23,87.0293,1.60712,6.48109,0.456509,0.456509,-33.6608,6.06892,-0.412174
2023-05-24,85.2668,1.60438,5.70688,0.424124,0.424124,-30.9036,5.26015,-0.446734
2023-05-25,85.4651,1.60164,5.77892,0.427553,0.427553,-31.2004,5.34046,-0.43846
2023-05-26,85.745,1.5989,5.88601,0.432467,0.432467,-31.6256,5.45626,-0.429747
2023-05-27,86.5896,1.59617,6.23975,0.447199,0.447199,-32.9052,5.81762,-0.422123
2023-05-28,85.2401,1.59343,5.65199,0.422362,0.422362,-30.7921,5.21011,-0.441877
2023-05-29,83.8221,1.59069,5.06741,0.399583,0.399583,-28.8865,4.60738,-0.460031
2023-05-30,84.3733,1.58795,5.27563,0.408711,0.408711,-29.6602,4.82407,-0.451566
2023-05-31,84.689,1.58522,5.39245,0.413261,0.413261,-30.0492,4.94944,-0.443004
2023-06-01,84.9562,1.58248,5.49093,0.416861,0.416861,-30.3587,5.05619,-0.434741
2023-06-02,85.327,1.57974,5.63327,0.422192,0.422192,-30.8174,5.20703,-0.426235
2023-06-03,84.596,1.577,5.32243,0.410956,0.410956,-29.8706,4.8946,-0.427837
2023-06-04,84.8435,1.57426,5.41217,0.414293,0.414293,-30.1574,4.99264,-0.419529
2023-06-05,85.1568,1.57153,5.52984,0.418586,0.418586,-30.5267,5.11871,-0.411128
2023-06-06,84.3904,1.56879,5.20779,0.406552,0.406552,-29.515,4.79414,-0.413646
2023-06-07,86.3741,1.56605,6.0205,0.440269,0.440269,-32.4309,5.597,-0.423506
2023-06-08,86.8898,1.56331,6.23449,0.4486,0.4486,-33.1587,5.82002,-0.414474
2023-06-09,85.5856,1.56057,5.66363,0.424454,0.424454,-31.0963,5.2309,-0.43273
2023-06-10,86.2936,1.55784,5.95175,0.437831,0.437831,-32.2545,5.52756,-0.424188
2023-06-11,85.2339,1.5551,5.49576,0.417922,0.417922,-30.5615,5.05963,-0.43613
2023-06-12,86.0791,1.55236,5.83769,0.432974,0.432974,-31.861,5.40909,-0.4286
2023-06-13,87.3356,1.54962,6.37446,0.45533,0.45533,-33.8174,5.9492,-0.425268
2023-06-14,86.4326,1.54689,5.96606,0.439014,0.439014,-32.4112,5.53386,-0.432203
2023-06-15,87.4817,1.54415,6.41641,0.45759,0.45759,-34.0403,5.99042,-0.425986
2023-06-16,87.9366,1.54141,6.61075,0.466663,0.466663,-34.8424,6.19441,-0.41634
2023-06-17,88.8474,1.53867,7.02383,0.485925,0.485925,-36.558,6.61513,-0.408702
2023-06-18,90.9706,1.53593,8.06582,0.524021,0.524021,-40.0282,7.64235,-0.423468
2023-06-19,90.6893,1.5332,7.90846,0.519073,0.519073,-39.5843,7.49004,-0.418414
2023-06-20,89.8281,1.53046,7.46348,0.502174,0.502174,-38.0712,7.03814,-0.425341
2023-06-21,88.8215,1.52772,6.96252,0.484138,0.484138,-36.474,6.52792,-0.434605
2023-06-22,87.9085,1.52498,6.52634,0.464021,0.464021,-34.71,6.08144,-0.444899
2023-06-23,87.8231,1.52225,6.47566,0.461961,0.461961,-34.5333,6.03754,-0.438119
2023-06-24,88.2006,1.51951,6.63612,0.469475,0.469475,-35.2003,6.20766,-0.428458
2023-06-25,88.5081,1.51677,6.76637,0.476048,0.476048,-35.7864,6.34767,-0.418704
2023-06-26,89.4305,1.51403,7.19336,0.493302,0.493302,-37.3339,6.78236,-0.410995
2023-06-27,89.4451,1.51129,7.18798,0.493262,0.493262,-37.3349,6.78499,-0.402992
2023-06-28,91.0831,1.50856,7.99439,0.523268,0.523268,-40.0725,7.58835,-0.406039
2023-06-29,90.7794,1.50582,7.82572,0.517885,0.517885,-39.5888,7.42449,-0.401225
2023-06-30,93.8905,1.50308,9.4792,0.567227,0.567227,-44.2264,9.0308,-0.448396
2023-07-01,94.6306,1.50034,9.88369,0.58137,0.58137,-45.5702,9.44516,-0.438526
2023-07-02,93.6087,1.4976,9.29478,0.561951,0.561951,-43.7581,8.84543,-0.449353
2023-07-03,92.3457,1.49487,8.59221,0.543236,0.543236,-42.0352,8.13031,-0.461901
2023-07-04,92.907,1.49213,8.88226,0.550843,0.550843,-42.7471,8.43007,-0.45219
2023-07-05,92.6455,1.48939,8.7268,0.54688,0.54688,-42.3852,8.28072,-0.446082
2023-07-06,93.4789,1.48665,9.16844,0.558913,0.558913,-43.5153,8.73126,-0.437174
2023-07-07,94.0362,1.48392,9.46459,0.568312,0.568312,-44.4045,9.03741,-0.427185
2023-07-08,93.9499,1.48118,9.40258,0.566398,0.566398,-44.2301,8.9829,-0.419685
2023-07-09,92.9476,1.47844,8.83668,0.55033,0.55033,-42.7421,8.40974,-0.426939
2023-07-10,91.1737,1.4757,7.88446,0.521609,0.521609,-40.1288,7.42823,-0.456237
2023-07-11,90.6608,1.47296,7.61061,0.512165,0.512165,-39.2775,7.15575,-0.454863
2023-07-12,91.639,1.47023,8.09899,0.529186,0.529186,-40.8422,7.65191,-0.447083
2023-07-13,91.8861,1.46749,8.21507,0.533253,0.533253,-41.2209,7.77768,-0.437391
2023-07-14,90.444,1.46475,7.46347,0.506928,0.506928,-38.845,7.00358,-0.459896
2023-07-15,90.6413,1.46201,7.54907,0.510585,0.510585,-39.1813,7.09882,-0.450241
2023-07-16,91.0814,1.45927,7.75861,0.518397,0.518397,-39.8977,7.31867,-0.439939
2023-07-17,90.0671,1.45654,7.23881,0.49839,0.49839,-38.1006,6.78797,-0.450843
2023-07-18,90.2416,1.4538,7.31178,0.501499,0.501499,-38.3859,6.87021,-0.441562
2023-07-19,90.3077,1.45106,7.33158,0.502497,0.502497,-38.4807,6.89867,-0.432907
2023-07-20,89.0073,1.44832,6.69218,0.477878,0.477878,-36.2942,6.24047,-0.451711
2023-07-21,89.4085,1.44559,6.86907,0.48566,0.48566,-36.9944,6.42773,-0.441341
2023-07-22,90.0402,1.44285,7.16162,0.496293,0.496293,-37.9564,6.72996,-0.431669
2023-07-23,91.2688,1.44011,7.76233,0.519699,0.519699,-40.0973,7.33503,-0.427302
2023-07-24,92.4806,1.43737,8.38167,0.540416,0.540416,-42.0181,7.95983,-0.421835
2023-07-25,90.8754,1.43463,7.53639,0.51204,0.51204,-39.4446,7.08719,-0.4492
2023-07-26,89.8017,1.4319,6.99448,0.49087,0.49087,-37.5484,6.53253,-0.461943
2023-07-27,90.3844,1.42916,7.26611,0.50147,0.50147,-38.5111,6.81394,-0.452171
2023-07-28,90.9694,1.42642,7.54436,0.512982,0.512982,-39.563,7.10259,-0.441769
2023-07-29,91.5597,1.42368,7.83217,0.523021,0.523021,-40.4871,7.40053,-0.43164
2023-07-30,96.004,1.42094,10.2721,0.595837,0.595837,-47.4828,9.72,-0.55213
2023-07-31,96.6945,1.41821,10.6675,0.606991,0.606991,-48.5671,10.1256,-0.54195
2023-08-01,98.0779,1.41547,11.4969,0.629511,0.629511,-50.7818,10.9593,-0.537608
2023-08-02,99.2568,1.41273,12.2259,0.646233,0.646233,-52.4479,11.6951,-0.530737
2023-08-03,100.071,1.40999,12.7361,0.65832,0.65832,-53.6639,12.2151,-0.521017
2023-08-04,99.6738,1.40726,12.4634,0.652019,0.652019,-53.0425,11.9468,-0.516609
2023-08-05,100.627,1.40452,13.0693,0.667376,0.667376,-54.5943,12.5617,-0.507649
2023-08-06,99.6472,1.40178,12.416,0.651365,0.651365,-53.0056,11.9011,-0.51494
2023-08-07,99.3499,1.39904,12.2102,0.646823,0.646823,-52.5609,11.7009,-0.509314
2023-08-08,98.7423,1.3963,11.8088,0.638265,0.638265,-51.7224,11.3015,-0.5073
2023-08-09,98.8442,1.39357,11.8581,0.639549,0.639549,-51.8556,11.3601,-0.498039
2023-08-10,101.727,1.39083,13.7272,0.684735,0.684735,-56.4586,13.1972,-0.529983
2023-08-11,99.3335,1.38809,12.1394,0.64605,0.64605,-52.6229,11.5516,-0.587818
2023-08-12,100.192,1.38535,12.6782,0.659023,0.659023,-53.9292,12.0999,-0.578275
2023-08-13,98.1566,1.38261,11.3673,0.628818,0.628818,-50.9709,10.7517,-0.615561
2023-08-14,97.573,1.37988,10.9932,0.618834,0.618834,-50.0031,10.3784,-0.614798
2023-08-15,98.9117,1.37714,11.8105,0.639644,0.639644,-52.0676,11.2007,-0.609825
2023-08-16,98.9918,1.3744,11.8461,0.640694,0.640694,-52.1779,11.2455,-0.600608
2023-08-17,97.6476,1.37166,10.9942,0.619523,0.619523,-50.117,10.3779,-0.616327
2023-08-18,96.7676,1.36893,10.4477,0.604785,0.604785,-48.6971,9.82653,-0.621209
2023-08-19,97.5962,1.36619,10.933,0.618331,0.618331,-50.0251,10.3216,-0.611385
2023-08-20,96.6981,1.36345,10.3768,0.603252,0.603252,-48.5732,9.76015,-0.61668
2023-08-21,96.9618,1.36071,10.5196,0.607336,0.607336,-48.9751,9.91325,-0.606299
2023-08-22,97.0175,1.35797,10.5381,0.608059,0.608059,-49.0513,9.94103,-0.597086
2023-08-23,96.221,1.35524,10.0508,0.594573,0.594573,-47.7597,9.45069,-0.600147
2023-08-24,98.8201,1.3525,11.6165,0.637022,0.637022,-51.9605,10.9901,-0.626388
2023-08-25,99.6093,1.34976,12.103,0.648174,0.648174,-53.0777,11.4865,-0.616507
2023-08-26,97.0678,1.34702,10.509,0.608139,0.608139,-49.1981,9.83263,-0.676331
2023-08-27,97.2959,1.34428,10.6312,0.611895,0.611895,-49.5696,9.96524,-0.666
2023-08-28,96.4846,1.34155,10.1324,0.597979,0.597979,-48.233,9.46275,-0.66963
2023-08-29,97.5208,1.33881,10.7377,0.615256,0.615256,-49.9239,10.0764,-0.661276
2023-08-30,96.5471,1.33607,10.1397,0.598695,0.598695,-48.3311,9.47119,-0.668488
2023-08-31,96.4075,1.33333,10.0427,0.595979,0.595979,-48.0752,9.38168,-0.660973
2023-09-01,97.0209,1.3306,10.3915,0.606233,0.606233,-49.076,9.74131,-0.650218
2023-09-02,98.0792,1.32786,11.0187,0.6241,0.6241,-50.8344,10.3768,-0.641887
2023-09-03,96.596,1.32512,10.1092,0.598746,0.598746,-48.3916,9.4449,-0.664347
2023-09-04,96.1889,1.32238,9.85535,0.59167,0.59167,-47.7169,9.19519,-0.660153
2023-09-05,95.6133,1.31964,9.50654,0.582928,0.582928,-46.8869,8.84877,-0.657768
2023-09-06,94.8263,1.31691,9.04551,0.568897,0.568897,-45.5622,8.38422,-0.661288
2023-09-07,96.9355,1.31417,10.251,0.603724,0.603724,-48.9438,9.57852,-0.672437
2023-09-08,97.4301,1.31143,10.5324,0.611963,0.611963,-49.7526,9.87108,-0.661301
2023-09-09,95.8824,1.30869,9.60316,0.585938,0.585938,-47.2633,8.91779,-0.685361
