Date,Spot,T,OptionPrice,Delta,StockPos,Cash,PortfolioValue,HedgingError
2023-07-09,154.583,1.47844,61.8981,0.986676,0.986676,-90.7958,61.7271,-0.170909
2023-07-10,155.456,1.4757,62.7468,0.98749,0.98749,-90.9348,62.5767,-0.17012
2023-07-11,159.415,1.47296,66.6486,0.990512,0.990512,-91.4289,66.4732,-0.17533
2023-07-12,153.861,1.47023,61.1455,0.986138,0.986138,-90.7684,60.9598,-0.185737
2023-07-13,159.612,1.46749,66.8172,0.990711,0.990711,-91.5107,66.6185,-0.198638
2023-07-14,159.054,1.46475,66.2506,0.990379,0.990379,-91.4705,66.0528,-0.197846
2023-07-15,151.958,1.46201,59.2294,0.98436,0.98436,-90.5684,59.0129,-0.216498
2023-07-16,150.694,1.45927,57.972,0.983003,0.983003,-90.3763,57.756,-0.215993
2023-07-17,151.008,1.45654,58.2671,0.983413,0.983413,-90.4505,58.0525,-0.214656
2023-07-18,150.182,1.4538,57.4418,0.982504,0.982504,-90.3264,57.2282,-0.213623
2023-07-19,150.944,1.45106,58.1773,0.983441,0.983441,-90.4802,57.9647,-0.212559
2023-07-20,156.83,1.44832,63.9693,0.989012,0.989012,-91.3663,63.7405,-0.228769
2023-07-21,150.712,1.44559,57.921,0.983276,0.983276,-90.5144,57.677,-0.244003
2023-07-22,153.19,1.44285,60.3471,0.985946,0.985946,-90.9357,60.1011,-0.246069
2023-07-23,158.449,1.44011,65.5308,0.990299,0.990299,-91.6378,65.2737,-0.257083
2023-07-24,150.233,1.43737,57.4086,0.982873,0.982873,-90.5348,57.1248,-0.283749
2023-07-25,158.145,1.43463,65.2028,0.990164,0.990164,-91.7002,64.8889,-0.313888
2023-07-26,152.819,1.4319,59.9265,0.985767,0.985767,-91.0409,59.6026,-0.323887
2023-07-27,151.182,1.42916,58.3005,0.984106,0.984106,-90.8022,57.9765,-0.323962
2023-07-28,156.967,1.42642,63.997,0.989432,0.989432,-91.6507,63.6579,-0.339165
2023-07-29,156.289,1.42368,63.3129,0.988955,0.988955,-91.5887,62.9745,-0.338353
2023-07-30,158.775,1.42094,65.7596,0.990774,0.990774,-91.8899,65.4199,-0.33973
2023-07-31,157.351,1.41821,64.3359,0.989831,0.989831,-91.7542,63.9964,-0.339505
2023-08-01,158.035,1.41547,64.9997,0.990351,0.990351,-91.8489,64.661,-0.338766
2023-08-02,152.82,1.41273,59.8325,0.986098,0.986098,-91.2115,59.4843,-0.348206
2023-08-03,151.774,1.40999,58.7879,0.985089,0.985089,-91.0709,58.4404,-0.347502
2023-08-04,157.506,1.40726,64.4358,0.990097,0.990097,-91.8721,64.0742,-0.361643
2023-08-05,158.068,1.40452,64.9791,0.990524,0.990524,-91.9523,64.6182,-0.360864
2023-08-06,159.905,1.40178,66.7861,0.991729,0.991729,-92.1576,66.4249,-0.36115
2023-08-07,154.126,1.39904,61.0528,0.987541,0.987541,-91.5247,60.6813,-0.371559
2023-08-08,153.72,1.3963,60.6383,0.987223,0.987223,-91.4882,60.2678,-0.370515
2023-08-09,157.764,1.39357,64.6239,0.990468,0.990468,-92.0128,64.2475,-0.376345
2023-08-10,153.408,1.39083,60.3029,0.987028,0.987028,-91.4977,59.9204,-0.382493
2023-08-11,159.308,1.38809,66.1266,0.991543,0.991543,-92.2295,65.7309,-0.395703
2023-08-12,158.584,1.38535,65.3959,0.991125,0.991125,-92.1758,65.0009,-0.395043
2023-08-13,154.29,1.38261,61.1328,0.987952,0.987952,-91.6988,60.7322,-0.400605
2023-08-14,157.509,1.37988,64.3035,0.990484,0.990484,-92.1102,63.8996,-0.403829
2023-08-15,157.545,1.37714,64.3263,0.990548,0.990548,-92.1329,63.9234,-0.40295
2023-08-16,151.031,1.3744,57.877,0.984952,0.984952,-91.3004,57.4582,-0.418805
2023-08-17,159.026,1.37166,65.7663,0.991584,0.991584,-92.3676,65.3197,-0.446651
2023-08-18,155.053,1.36893,61.8185,0.988809,0.988809,-91.9499,61.3674,-0.451045
2023-08-19,158.265,1.36619,64.985,0.991178,0.991178,-92.3374,64.531,-0.454054
2023-08-20,153.2,1.36345,59.9613,0.987301,0.987301,-91.7561,59.4989,-0.46237
2023-08-21,158.955,1.36071,65.6429,0.991685,0.991685,-92.4655,65.168,-0.47484
2023-08-22,153.892,1.35797,60.617,0.988011,0.988011,-91.9128,60.1342,-0.482714
2023-08-23,150.108,1.35524,56.8717,0.984302,0.984302,-91.3686,56.3834,-0.488275
2023-08-24,159.054,1.3525,65.7003,0.991853,0.991853,-92.582,65.1759,-0.524428
2023-08-25,150.913,1.34976,57.6363,0.985287,0.985287,-91.6039,57.0886,-0.547705
2023-08-26,153.193,1.34702,59.872,0.987575,0.987575,-91.967,59.3228,-0.54919
2023-08-27,159.501,1.34428,66.1033,0.992222,0.992222,-92.7208,65.5393,-0.563982
2023-08-28,159.506,1.34155,66.0953,0.992261,0.992261,-92.7396,65.532,-0.563254
2023-08-29,155.734,1.33881,62.3437,0.989808,0.989808,-92.3704,61.7768,-0.566878
2023-08-30,156.318,1.33607,62.9083,0.990279,0.990279,-92.4566,62.3422,-0.566109
2023-08-31,154.484,1.33333,61.0799,0.988914,0.988914,-92.2584,60.5135,-0.56641
2023-09-01,152.932,1.3306,59.5321,0.987621,0.987621,-92.0733,58.9657,-0.566371
2023-09-02,153.287,1.32786,59.8686,0.987986,0.987986,-92.1419,59.3032,-0.565358
2023-09-03,156.725,1.32512,63.2571,0.990727,0.990727,-92.5841,62.6879,-0.569279
2023-09-04,157.524,1.32238,64.035,0.991302,0.991302,-92.6873,63.4663,-0.568675
2023-09-05,157.916,1.31964,64.4102,0.991592,0.991592,-92.7457,63.8423,-0.567934
2023-09-06,157.896,1.31691,64.3773,0.991617,0.991617,-92.7624,63.8101,-0.56715
2023-09-07,150.912,1.31417,57.4562,0.985959,0.985959,-91.9213,56.8719,-0.584351
2023-09-08,154.944,1.31143,61.4258,0.989631,0.989631,-92.5028,60.8348,-0.590997
