Date,Spot,T,OptionPrice,Delta,StockPos,Cash,PortfolioValue,HedgingError
2023-06-26,156.259,1.51403,64.0052,0.990805,0.990805,-90.905,63.9167,-0.0884501
2023-06-27,155.031,1.51129,62.7766,0.990053,0.990053,-90.801,62.6884,-0.0882514
2023-06-28,158.565,1.50856,66.2636,0.992318,0.992318,-91.1725,66.1743,-0.0892499
2023-06-29,156.587,1.50582,64.2893,0.991088,0.991088,-90.9924,64.1991,-0.0902664
2023-06-30,151.629,1.50308,59.3747,0.986779,0.986779,-90.3515,59.2732,-0.101459
2023-07-01,150.706,1.50034,58.4505,0.98578,0.98578,-90.2132,58.3494,-0.101128
2023-07-02,156.424,1.4976,64.087,0.991072,0.991072,-91.0534,63.9742,-0.112799
2023-07-03,150.265,1.49487,57.9887,0.985426,0.985426,-90.2175,57.8577,-0.131032
2023-07-04,155.858,1.49213,63.4985,0.990782,0.990782,-91.0646,63.3564,-0.142104
2023-07-05,159.402,1.48939,66.9991,0.992822,0.992822,-91.4023,66.8559,-0.143233
2023-07-06,155.755,1.48665,63.3691,0.990775,0.990775,-91.0959,63.222,-0.147126
2023-07-07,153.882,1.48392,61.5017,0.989546,0.989546,-90.9193,61.3537,-0.147933
2023-07-08,156.433,1.48118,64.0134,0.991262,0.991262,-91.2003,63.8658,-0.147579
2023-07-09,154.583,1.47844,62.1674,0.99011,0.99011,-91.0346,62.0191,-0.148315
2023-07-10,155.456,1.4757,63.0185,0.990697,0.990697,-91.1382,62.8717,-0.146829
2023-07-11,159.415,1.47296,66.9296,0.993004,0.993004,-91.5185,66.7808,-0.148727
2023-07-12,153.861,1.47023,61.4122,0.989711,0.989711,-91.0245,61.2535,-0.158703
2023-07-13,159.612,1.46749,67.0981,0.9932,0.9932,-91.5937,66.9328,-0.165322
2023-07-14,159.054,1.46475,66.5302,0.99288,0.99288,-91.5554,66.3656,-0.164559
2023-07-15,151.958,1.46201,59.4902,0.987982,0.987982,-90.8236,59.308,-0.182154
2023-07-16,150.694,1.45927,58.2293,0.986492,0.986492,-90.6116,58.0465,-0.182769
2023-07-17,151.008,1.45654,58.525,0.98692,0.98692,-90.6886,58.344,-0.181023
2023-07-18,150.182,1.4538,57.6974,0.985995,0.985995,-90.562,57.5168,-0.180533
2023-07-19,150.944,1.45106,58.4347,0.986948,0.986948,-90.7184,58.256,-0.178691
2023-07-20,156.83,1.44832,64.2424,0.991935,0.991935,-91.5128,64.0524,-0.190065
2023-07-21,150.712,1.44559,58.1775,0.986784,0.986784,-90.749,57.971,-0.206446
2023-07-22,153.19,1.44285,60.6102,0.989546,0.989546,-91.1846,60.4037,-0.206487
2023-07-23,158.449,1.44011,65.8071,0.992797,0.992797,-91.7122,65.5952,-0.211841
2023-07-24,150.233,1.43737,57.6632,0.986362,0.986362,-90.758,57.4258,-0.237351
2023-07-25,158.145,1.43463,65.478,0.992684,0.992684,-91.7702,65.2175,-0.260512
2023-07-26,152.819,1.4319,60.1878,0.989379,0.989379,-91.2777,59.9177,-0.270041
2023-07-27,151.182,1.42916,58.557,0.987733,0.987733,-91.0413,58.2857,-0.27127
2023-07-28,156.967,1.42642,64.2689,0.992203,0.992203,-91.7554,63.988,-0.280885
2023-07-29,156.289,1.42368,63.5829,0.991873,0.991873,-91.7165,63.3028,-0.280135
2023-07-30,158.775,1.42094,66.0349,0.99324,0.99324,-91.9461,65.7553,-0.279568
2023-07-31,157.351,1.41821,64.608,0.992442,0.992442,-91.8331,64.3284,-0.279653
2023-08-01,158.035,1.41547,65.2731,0.992832,0.992832,-91.9073,64.9947,-0.278404
2023-08-02,152.82,1.41273,60.0926,0.989629,0.989629,-91.4304,59.805,-0.287533
2023-08-03,151.774,1.40999,59.0447,0.988801,0.988801,-91.3173,58.7574,-0.287297
2023-08-04,157.506,1.40726,64.7074,0.992612,0.992612,-91.9299,64.4125,-0.294925
2023-08-05,158.068,1.40452,65.2516,0.992998,0.992998,-92.0036,64.958,-0.293669
2023-08-06,159.905,1.40178,67.062,0.993888,0.993888,-92.1585,66.7692,-0.292768
2023-08-07,154.126,1.39904,61.3157,0.990674,0.990674,-91.6757,61.013,-0.302664
2023-08-08,153.72,1.3963,60.8999,0.990433,0.990433,-91.6513,60.5983,-0.30164
2023-08-09,157.764,1.39357,64.8949,0.99294,0.99294,-92.0593,64.591,-0.303878
2023-08-10,153.408,1.39083,60.5632,0.990288,0.990288,-91.6651,60.253,-0.310192
2023-08-11,159.308,1.38809,66.4001,0.993753,0.993753,-92.2296,66.0827,-0.317341
2023-08-12,158.584,1.38535,65.6678,0.993518,0.993518,-92.205,65.3512,-0.316596
2023-08-13,154.29,1.38261,61.395,0.990986,0.990986,-91.827,61.0722,-0.322746
2023-08-14,157.509,1.37988,64.5728,0.992952,0.992952,-92.1492,64.2494,-0.323379
2023-08-15,157.545,1.37714,64.5955,0.993014,0.993014,-92.1716,64.2732,-0.322247
2023-08-16,151.031,1.3744,58.1295,0.988664,0.988664,-91.5272,57.7919,-0.337524
2023-08-17,159.026,1.37166,66.0378,0.993758,0.993758,-92.3499,65.6831,-0.354779
2023-08-18,155.053,1.36893,62.0814,0.991719,0.991719,-92.0463,61.7222,-0.359231
2023-08-19,158.265,1.36619,65.2546,0.993528,0.993528,-92.3453,64.8951,-0.359493
2023-08-20,153.2,1.36345,60.2193,0.99047,0.99047,-91.8894,59.8511,-0.368147
2023-08-21,158.955,1.36071,65.9133,0.993815,0.993815,-92.4337,65.5384,-0.374844
2023-08-22,153.892,1.35797,60.8763,0.991037,0.991037,-92.0187,60.4939,-0.382435
2023-08-23,150.108,1.35524,57.1204,0.98797,0.98797,-91.571,56.7316,-0.388802
2023-08-24,159.054,1.3525,65.9702,0.993983,0.993983,-92.54,65.5568,-0.41332
2023-08-25,150.913,1.34976,57.8869,0.988914,0.988914,-91.7877,57.4522,-0.434707
2023-08-26,153.193,1.34702,60.1288,0.990653,0.990653,-92.0666,59.6946,-0.434151
2023-08-27,159.501,1.34428,66.3731,0.994434,0.994434,-92.6823,65.9306,-0.44253
2023-08-28,159.506,1.34155,66.3648,0.994483,0.994483,-92.7028,65.9233,-0.441523
2023-08-29,155.734,1.33881,62.6059,0.992345,0.992345,-92.3826,62.1597,-0.446174
2023-08-30,156.318,1.33607,63.1715,0.992741,0.992741,-92.4571,62.7266,-0.444902
2023-08-31,154.484,1.33333,61.3388,0.991769,0.991769,-92.3196,60.8933,-0.445439
2023-09-01,152.932,1.3306,59.787,0.990675,0.990675,-92.1648,59.3411,-0.445931
2023-09-02,153.287,1.32786,60.1242,0.991003,0.991003,-92.2278,59.6797,-0.444515
2023-09-03,156.725,1.32512,63.5201,0.993159,0.993159,-92.5784,63.0747,-0.4454
2023-09-04,157.524,1.32238,64.2993,0.993544,0.993544,-92.6517,63.8551,-0.444149
2023-09-05,157.916,1.31964,64.675,0.993712,0.993712,-92.6908,64.232,-0.443038
2023-09-06,157.896,1.31691,64.6418,0.993725,0.993725,-92.7056,64.1998,-0.442004
2023-09-07,150.912,1.31417,57.7046,0.989445,0.989445,-92.0723,57.2468,-0.457793
2023-09-08,154.944,1.31143,61.684,0.992197,0.992197,-92.5113,61.2238,-0.460272
