Date,Spot,T,OptionPrice,Delta,StockPos,Cash,PortfolioValue,HedgingError
2023-03-13,88.7977,1.80151,8.0524,0.49669,0.49669,-36.1654,7.93958,-0.112817
2023-03-14,90.5183,1.79877,8.91324,0.52497,0.52497,-38.7296,8.78977,-0.12347
2023-03-15,90.4775,1.79603,8.87827,0.52406,0.52406,-38.6521,8.76355,-0.114727
2023-03-16,92.261,1.79329,9.85456,0.552357,0.552357,-41.2675,9.69347,-0.161089
2023-03-17,89.2159,1.79055,8.20486,0.502676,0.502676,-36.8403,8.00639,-0.19847
2023-03-18,90.1397,1.78782,8.65419,0.517785,0.517785,-38.2068,8.46623,-0.187959
2023-03-19,90.2386,1.78508,8.69666,0.519162,0.519162,-38.3358,8.51271,-0.183951
2023-03-20,89.8986,1.78234,8.49611,0.513296,0.513296,-37.8131,8.3315,-0.16461
2023-03-21,90.0026,1.7796,8.54139,0.514765,0.514765,-37.95,8.38019,-0.161197
2023-03-22,87.7488,1.77687,7.45172,0.476195,0.476195,-34.5702,7.21536,-0.236357
2023-03-23,87.506,1.77413,7.32527,0.471353,0.471353,-34.1508,7.09546,-0.229809
2023-03-24,87.8997,1.77139,7.50036,0.478252,0.478252,-34.7614,7.27682,-0.223536
2023-03-25,89.5363,1.76865,8.26387,0.505961,0.505961,-37.2466,8.05528,-0.208589
2023-03-26,88.9517,1.76591,7.97548,0.495809,0.495809,-36.3482,7.75489,-0.220588
2023-03-27,88.0456,1.76318,7.53512,0.479937,0.479937,-34.9552,7.30117,-0.233952
2023-03-28,87.489,1.76044,7.26035,0.469666,0.469666,-34.0609,7.02974,-0.230607
2023-03-29,88.4981,1.7577,7.72616,0.487211,0.487211,-35.6178,7.49944,-0.226724
2023-03-30,88.8646,1.75496,7.88794,0.493234,0.493234,-36.1574,7.67364,-0.214302
2023-03-31,88.2715,1.75222,7.59599,0.482729,0.482729,-35.2345,7.37664,-0.219355
2023-04-01,88.8423,1.74949,7.85422,0.492304,0.492304,-36.0895,7.64785,-0.206371
2023-04-02,88.951,1.74675,7.89395,0.493893,0.493893,-36.2353,7.69689,-0.197059
2023-04-03,90.0365,1.74401,8.39999,0.512009,0.512009,-37.8709,8.22857,-0.171419
2023-04-04,89.2401,1.74127,8.00724,0.498291,0.498291,-36.6514,7.81615,-0.19109
2023-04-05,88.8717,1.73854,7.82169,0.491708,0.491708,-36.0708,7.62806,-0.193621
2023-04-06,88.4327,1.7358,7.60289,0.483832,0.483832,-35.3788,7.40774,-0.195149
2023-04-07,86.8021,1.73306,6.82211,0.455287,0.455287,-32.9054,6.61446,-0.207652
2023-04-08,87.126,1.73032,6.96349,0.46045,0.46045,-33.3593,6.75785,-0.205639
2023-04-09,87.4125,1.72758,7.08719,0.464959,0.464959,-33.7575,6.88568,-0.201507
2023-04-10,87.4181,1.72485,7.0784,0.464763,0.464763,-33.7446,6.88414,-0.194256
2023-04-11,87.1598,1.72211,6.9452,0.460137,0.460137,-33.3455,6.7599,-0.185299
2023-04-12,85.6056,1.71937,6.20163,0.433187,0.433187,-31.0425,6.04064,-0.160996
2023-04-13,85.1519,1.71663,6.00027,0.424897,0.424897,-30.3405,5.84028,-0.159988
2023-04-14,84.7842,1.71389,5.84572,0.418044,0.418044,-29.7632,5.68032,-0.165401
2023-04-15,83.9272,1.71116,5.49939,0.402261,0.402261,-28.4422,5.3184,-0.180988
2023-04-16,83.7567,1.70842,5.42237,0.3988,0.3988,-28.1559,5.2463,-0.176072
2023-04-17,84.1831,1.70568,5.57931,0.406223,0.406223,-28.7842,5.41286,-0.166443
2023-04-18,86.1836,1.70294,6.40607,0.441348,0.441348,-31.8149,6.22196,-0.184106
2023-04-19,86.3731,1.70021,6.48386,0.444313,0.444313,-32.075,6.30171,-0.182155
2023-04-20,86.6534,1.69747,6.60423,0.448828,0.448828,-32.4702,6.42228,-0.181946
2023-04-21,86.5721,1.69473,6.55464,0.447125,0.447125,-32.3267,6.3818,-0.17284
2023-04-22,84.4793,1.69199,5.64411,0.409879,0.409879,-29.1842,5.44207,-0.202045
2023-04-23,84.4511,1.68925,5.62281,0.409027,0.409027,-29.1159,5.42691,-0.195902
2023-04-24,84.5152,1.68652,5.63759,0.409846,0.409846,-29.1886,5.44953,-0.188063
2023-04-25,87.138,1.68378,6.77461,0.455596,0.455596,-33.1789,6.52089,-0.253718
2023-04-26,86.9268,1.68104,6.66404,0.451683,0.451683,-32.8428,6.42059,-0.243451
2023-04-27,87.2571,1.6783,6.80747,0.457022,0.457022,-33.3127,6.56571,-0.241759
2023-04-28,87.2189,1.67556,6.77806,0.456071,0.456071,-33.2338,6.54417,-0.233893
2023-04-29,85.9347,1.67283,6.16457,0.433515,0.433515,-31.2996,5.95438,-0.210184
2023-04-30,87.172,1.67009,6.73304,0.454664,0.454664,-33.147,6.48692,-0.246124
2023-05-01,87.9978,1.66735,7.1084,0.468826,0.468826,-34.3974,6.85831,-0.250096
2023-05-02,88.8748,1.66461,7.50749,0.484137,0.484137,-35.7624,7.26522,-0.242269
2023-05-03,87.8566,1.66188,7.01898,0.4654,0.4654,-34.1206,6.76784,-0.251134
2023-05-04,89.4093,1.65914,7.73413,0.492941,0.492941,-36.5873,7.48628,-0.247846
2023-05-05,87.8302,1.6564,6.98336,0.464363,0.464363,-34.0817,6.70336,-0.280003
2023-05-06,88.4796,1.65366,7.2755,0.475953,0.475953,-35.1114,7.00072,-0.274789
2023-05-07,90.9213,1.65092,8.46061,0.518114,0.518114,-38.949,8.15856,-0.302046
2023-05-08,89.7867,1.64819,7.86313,0.498395,0.498395,-37.1833,7.56588,-0.297249
2023-05-09,89.1461,1.64545,7.55181,0.486901,0.486901,-36.1633,7.24203,-0.309776
2023-05-10,89.258,1.64271,7.59226,0.488586,0.488586,-36.3181,7.29207,-0.300189
2023-05-11,88.6918,1.63997,7.31593,0.478258,0.478258,-35.4066,7.01097,-0.304966
2023-05-12,86.9591,1.63723,6.49502,0.447291,0.447291,-32.7181,6.17791,-0.317112
2023-05-13,87.0342,1.6345,6.51853,0.448282,0.448282,-32.8084,6.20748,-0.311055
2023-05-14,85.8694,1.63176,5.96335,0.427454,0.427454,-31.0239,5.68126,-0.282091
2023-05-15,86.3817,1.62902,6.19097,0.436221,0.436221,-31.7851,5.89644,-0.294527
2023-05-16,85.3811,1.62628,5.74642,0.418007,0.418007,-30.2339,5.45604,-0.290383
2023-05-17,87.0484,1.62355,6.47882,0.447273,0.447273,-32.7852,6.14924,-0.329578
2023-05-18,86.1894,1.62081,6.06682,0.431833,0.431833,-31.4584,5.76099,-0.305826
2023-05-19,85.8397,1.61807,5.89268,0.425254,0.425254,-30.8975,5.6061,-0.286579
2023-05-20,86.7195,1.61533,6.29079,0.44056,0.44056,-32.2287,5.97643,-0.314361
2023-05-21,85.3747,1.61259,5.69141,0.416177,0.416177,-30.151,5.37999,-0.311415
2023-05-22,85.6193,1.60986,5.77563,0.42027,0.42027,-30.5051,5.4781,-0.297533
2023-05-23,87.0293,1.60712,6.4003,0.445041,0.445041,-32.6647,6.06693,-0.333374
2023-05-24,85.2668,1.60438,5.61811,0.413173,0.413173,-29.9514,5.2785,-0.339606
2023-05-25,85.4651,1.60164,5.68432,0.416443,0.416443,-30.2346,5.35676,-0.327557
2023-05-26,85.745,1.5989,5.78198,0.421179,0.421179,-30.6444,5.46957,-0.312412
2023-05-27,86.5896,1.59617,6.14933,0.435989,0.435989,-31.9306,5.82152,-0.32781
2023-05-28,85.2401,1.59343,5.56572,0.411287,0.411287,-29.8289,5.22925,-0.336469
2023-05-29,83.8221,1.59069,5.0074,0.384197,0.384197,-27.5619,4.64234,-0.365061
2023-05-30,84.3733,1.58795,5.20991,0.394485,0.394485,-28.4332,4.85071,-0.359194
2023-05-31,84.689,1.58522,5.32135,0.400023,0.400023,-28.9058,4.97175,-0.349603
2023-06-01,84.9562,1.58248,5.41402,0.404631,0.404631,-29.3008,5.0751,-0.338917
2023-06-02,85.327,1.57974,5.54655,0.411124,0.411124,-29.8584,5.22154,-0.325015
2023-06-03,84.596,1.577,5.25409,0.397194,0.397194,-28.6837,4.91731,-0.336778
2023-06-04,84.8435,1.57426,5.33904,0.401455,0.401455,-29.0488,5.0121,-0.326942
2023-06-05,85.1568,1.57153,5.44925,0.406916,0.406916,-29.5174,5.13428,-0.314965
2023-06-06,84.3904,1.56879,5.14347,0.39222,0.39222,-28.2809,4.81878,-0.324684
2023-06-07,86.3741,1.56605,5.92177,0.428468,0.428468,-31.4152,5.59336,-0.328411
2023-06-08,86.8898,1.56331,6.14898,0.437383,0.437383,-32.1937,5.81042,-0.338562
2023-06-09,85.5856,1.56057,5.572,0.413411,0.413411,-30.146,5.23604,-0.335958
2023-06-10,86.2936,1.55784,5.84961,0.425992,0.425992,-31.2354,5.525,-0.324607
2023-06-11,85.2339,1.5551,5.41549,0.406191,0.406191,-29.5515,5.06974,-0.345742
2023-06-12,86.0791,1.55236,5.72978,0.421404,0.421404,-30.8647,5.40942,-0.320359
2023-06-13,87.3356,1.54962,6.29663,0.443675,0.443675,-32.8135,5.93511,-0.361524
2023-06-14,86.4326,1.54689,5.86735,0.427145,0.427145,-31.3888,5.53042,-0.336936
2023-06-15,87.4817,1.54415,6.34055,0.445613,0.445613,-33.0083,5.97465,-0.365896
2023-06-16,87.9366,1.54141,6.53894,0.453314,0.453314,-33.6896,6.17332,-0.365617
2023-06-17,88.8474,1.53867,6.94772,0.469786,0.469786,-35.1572,6.58203,-0.365695
2023-06-18,90.9706,1.53593,7.94873,0.507711,0.507711,-38.6116,7.57515,-0.373573
2023-06-19,90.6893,1.5332,7.78352,0.502466,0.502466,-38.1407,7.4276,-0.355919
2023-06-20,89.8281,1.53046,7.36422,0.486764,0.486764,-36.7349,6.99018,-0.374037
2023-06-21,88.8215,1.52772,6.88762,0.468044,0.468044,-35.0767,6.49563,-0.391983
2023-06-22,87.9085,1.52498,6.45454,0.450901,0.450901,-33.574,6.06402,-0.390519
2023-06-23,87.8231,1.52225,6.40325,0.449068,0.449068,-33.4172,6.02138,-0.381866
2023-06-24,88.2006,1.51951,6.56531,0.455408,0.455408,-33.9805,6.18678,-0.378531
2023-06-25,88.5081,1.51677,6.69499,0.460927,0.460927,-34.4732,6.32261,-0.372384
2023-06-26,89.4305,1.51403,7.10783,0.477699,0.477699,-35.9773,6.74352,-0.36431
2023-06-27,89.4451,1.51129,7.10241,0.477659,0.477659,-35.9781,6.74608,-0.356323
2023-06-28,91.0831,1.50856,7.87941,0.506907,0.506907,-38.6466,7.52405,-0.355361
2023-06-29,90.7794,1.50582,7.7024,0.50122,0.50122,-38.1352,7.36534,-0.337062
2023-06-30,93.8905,1.50308,9.36839,0.555566,0.555566,-43.2424,8.91998,-0.448403
2023-07-01,94.6306,1.50034,9.75422,0.567974,0.567974,-44.4219,9.32583,-0.428388
2023-07-02,93.6087,1.4976,9.1894,0.550223,0.550223,-42.7657,8.73993,-0.449469
2023-07-03,92.3457,1.49487,8.49489,0.527676,0.527676,-40.6888,8.03975,-0.455138
2023-07-04,92.907,1.49213,8.78422,0.537091,0.537091,-41.5686,8.33094,-0.453286
2023-07-05,92.6455,1.48939,8.62988,0.53234,0.53234,-41.1335,8.18533,-0.444549
2023-07-06,93.4789,1.48665,9.06559,0.54699,0.54699,-42.5081,8.62391,-0.441675
2023-07-07,94.0362,1.48392,9.35234,0.556428,0.556428,-43.4009,8.92354,-0.428807
2023-07-08,93.9499,1.48118,9.29232,0.554699,0.554699,-43.2438,8.87018,-0.422142
2023-07-09,92.9476,1.47844,8.73914,0.536525,0.536525,-41.5598,8.30887,-0.430275
2023-07-10,91.1737,1.4757,7.77094,0.505124,0.505124,-38.702,7.35199,-0.418949
2023-07-11,90.6608,1.47296,7.48867,0.495596,0.495596,-37.843,7.08814,-0.400531
2023-07-12,91.639,1.47023,7.9949,0.512856,0.512856,-39.4293,7.56827,-0.426637
2023-07-13,91.8861,1.46749,8.11459,0.516959,0.516959,-39.8112,7.69018,-0.424414
2023-07-14,90.444,1.46475,7.35204,0.490758,0.490758,-37.4464,6.93975,-0.412299
2023-07-15,90.6413,1.46201,7.42996,0.494057,0.494057,-37.75,7.03198,-0.397988
2023-07-16,91.0814,1.45927,7.64225,0.501738,0.501738,-38.4543,7.24472,-0.397524
2023-07-17,90.0671,1.45654,7.14228,0.482919,0.482919,-36.764,6.7311,-0.411184
2023-07-18,90.2416,1.4538,7.20968,0.485829,0.485829,-37.0311,6.81081,-0.398868
2023-07-19,90.3077,1.45106,7.22751,0.486741,0.486741,-37.118,6.8384,-0.389112
2023-07-20,89.0073,1.44832,6.62061,0.462113,0.462113,-34.9306,6.20085,-0.41976
2023-07-21,89.4085,1.44559,6.79169,0.469367,0.469367,-35.5835,6.38195,-0.40974
2023-07-22,90.0402,1.44285,7.06794,0.480862,0.480862,-36.6229,6.67406,-0.393875
2023-07-23,91.2688,1.44011,7.65027,0.503093,0.503093,-38.6564,7.26035,-0.389921
2023-07-24,92.4806,1.43737,8.2867,0.524473,0.524473,-40.6383,7.8652,-0.421501
2023-07-25,90.8754,1.43463,7.41281,0.495342,0.495342,-37.9961,7.01832,-0.394492
2023-07-26,89.8017,1.4319,6.90935,0.47514,0.47514,-36.1866,6.48177,-0.42758
2023-07-27,90.3844,1.42916,7.1627,0.48569,0.48569,-37.1446,6.75418,-0.408518
2023-07-28,90.9694,1.42642,7.42346,0.496166,0.496166,-38.1022,7.03377,-0.389692
2023-07-29,91.5597,1.42368,7.72626,0.506621,0.506621,-39.0641,7.32196,-0.4043
2023-07-30,96.004,1.42094,10.1435,0.585002,0.585002,-46.5939,9.56872,-0.574809
2023-07-31,96.6945,1.41821,10.5527,0.596446,0.596446,-47.7061,9.96693,-0.585762
2023-08-01,98.0779,1.41547,11.3865,0.61944,0.61944,-49.9672,10.7862,-0.600368
2023-08-02,99.2568,1.41273,12.0946,0.638094,0.638094,-51.8249,11.5102,-0.584337
2023-08-03,100.071,1.40999,12.5842,0.650707,0.650707,-53.0935,12.0236,-0.560631
2023-08-04,99.6738,1.40726,12.3204,0.644361,0.644361,-52.4675,11.7584,-0.56198
2023-08-05,100.627,1.40452,12.9357,0.659039,0.659039,-53.951,12.3661,-0.569602
2023-08-06,99.6472,1.40178,12.2742,0.643653,0.643653,-52.4244,11.7137,-0.560421
2023-08-07,99.3499,1.39904,12.0771,0.638812,0.638812,-51.95,11.5159,-0.561222
2023-08-08,98.7423,1.3963,11.6903,0.628969,0.628969,-50.9845,11.1214,-0.568853
2023-08-09,98.8442,1.39357,11.7378,0.630443,0.630443,-51.1364,11.1792,-0.558563
2023-08-10,101.727,1.39083,13.6144,0.675252,0.675252,-55.701,12.9901,-0.6243
2023-08-11,99.3335,1.38809,12.0074,0.63795,0.63795,-52.0025,11.3673,-0.640069
2023-08-12,100.192,1.38535,12.5319,0.651365,0.651365,-53.3531,11.9088,-0.62314
2023-08-13,98.1566,1.38261,11.2578,0.618648,0.618648,-50.1481,10.5762,-0.681562
2023-08-14,97.573,1.37988,10.8862,0.608472,0.608472,-49.1614,10.209,-0.67719
2023-08-15,98.9117,1.37714,11.6896,0.630569,0.630569,-51.3532,11.0175,-0.672158
2023-08-16,98.9918,1.3744,11.7236,0.631701,0.631701,-51.4716,11.0616,-0.661979
2023-08-17,97.6476,1.37166,10.8875,0.609166,0.609166,-49.2774,10.2062,-0.681307
2023-08-18,96.7676,1.36893,10.3353,0.594101,0.594101,-47.8257,9.66406,-0.671198
2023-08-19,97.5962,1.36619,10.8265,0.607933,0.607933,-49.1815,10.1504,-0.676113
2023-08-20,96.6981,1.36345,10.2635,0.592508,0.592508,-47.6961,9.59839,-0.665107
2023-08-21,96.9618,1.36071,10.4098,0.596814,0.596814,-48.1194,9.74876,-0.661013
2023-08-22,97.0175,1.35797,10.429,0.597565,0.597565,-48.1982,9.77605,-0.652969
2023-08-23,96.221,1.35524,9.92843,0.583659,0.583659,-46.8661,9.29418,-0.634248
2023-08-24,98.8201,1.3525,11.4989,0.627628,0.627628,-51.2168,10.8054,-0.693547
2023-08-25,99.6093,1.34976,11.9651,0.640259,0.640259,-52.4813,11.2944,-0.670715
2023-08-26,97.0678,1.34702,10.4007,0.597634,0.597634,-48.3503,9.66073,-0.739991
2023-08-27,97.2959,1.34428,10.5249,0.601333,0.601333,-48.7161,9.79105,-0.73386
2023-08-28,96.4846,1.34155,10.0158,0.587175,0.587175,-47.3561,9.29723,-0.718583
2023-08-29,97.5208,1.33881,10.6323,0.60478,0.60478,-49.0788,9.89983,-0.732467
2023-08-30,96.5471,1.33607,10.0244,0.58784,0.58784,-47.4494,9.30489,-0.719533
2023-08-31,96.4075,1.33333,9.92471,0.585199,0.585199,-47.2006,9.21701,-0.707705
2023-09-01,97.0209,1.3306,10.2833,0.595631,0.595631,-48.2185,9.57013,-0.713202
2023-09-02,98.0792,1.32786,10.9125,0.613833,0.613833,-50.0097,10.1945,-0.717981
2023-09-03,96.596,1.32512,9.99513,0.587851,0.587851,-47.5062,9.27793,-0.717201
2023-09-04,96.1889,1.32238,9.73273,0.580505,0.580505,-46.8053,9.03277,-0.69996
2023-09-05,95.6133,1.31964,9.36799,0.570081,0.570081,-45.8144,8.69289,-0.675105
2023-09-06,94.8263,1.31691,8.92875,0.555678,0.555678,-44.4543,8.23858,-0.690172
2023-09-07,96.9355,1.31417,10.1423,0.592935,0.592935,-48.0713,9.40513,-0.737145
2023-09-08,97.4301,1.31143,10.4279,0.601299,0.601299,-48.8922,9.69247,-0.735467
2023-09-09,95.8824,1.30869,9.47272,0.573961,0.573961,-46.277,8.75579,-0.716924
