Date,Spot,Rate,Vol
2023-02-21,86.7995294141406,0.045,0.2
2023-02-22,86.37841449193714,0.045,0.2
2023-02-23,85.64174347683189,0.045,0.2
2023-02-24,86.30173274088574,0.045,0.2
2023-02-25,87.4227381414352,0.045,0.2
2023-02-26,88.44847145770646,0.045,0.2
2023-02-27,87.51329277028734,0.045,0.2
2023-02-28,87.17236638184337,0.045,0.2
2023-03-01,87.53618260158724,0.045,0.2
2023-03-02,88.61206472785695,0.045,0.2
2023-03-03,88.07711121701742,0.045,0.2
2023-03-04,87.87109152212432,0.045,0.2
2023-03-05,86.64629938906107,0.045,0.2
2023-03-06,85.34047147737213,0.045,0.2
2023-03-07,86.2140902043814,0.045,0.2
2023-03-08,87.68723193760738,0.045,0.2
2023-03-09,87.60767837555662,0.045,0.2
2023-03-10,88.71533082182829,0.045,0.2
2023-03-11,89.11953433943305,0.045,0.2
2023-03-12,88.39519349551546,0.045,0.2
2023-03-13,88.79767065885463,0.045,0.2
2023-03-14,90.51834213591505,0.045,0.2
2023-03-15,90.47748526409484,0.045,0.2
2023-03-16,92.26103691185608,0.045,0.2
2023-03-17,89.21589810462602,0.045,0.2
2023-03-18,90.13972857167991,0.045,0.2
2023-03-19,90.23858390842473,0.045,0.2
2023-03-20,89.89864266285855,0.045,0.2
2023-03-21,90.00257242659879,0.045,0.2
2023-03-22,87.74881669829688,0.045,0.2
2023-03-23,87.50596257794412,0.045,0.2
2023-03-24,87.89966901069582,0.045,0.2
2023-03-25,89.53633577805708,0.045,0.2
2023-03-26,88.95170012600802,0.045,0.2
2023-03-27,88.04563259782182,0.045,0.2
2023-03-28,87.48904820875418,0.045,0.2
2023-03-29,88.49805788237826,0.045,0.2
2023-03-30,88.86460574611597,0.045,0.2
2023-03-31,88.27149215741166,0.045,0.2
2023-04-01,88.84230521918414,0.045,0.2
2023-04-02,88.95096488084673,0.045,0.2
2023-04-03,90.03650286741117,0.045,0.2
2023-04-04,89.24012661522129,0.045,0.2
2023-04-05,88.87172953865661,0.045,0.2
2023-04-06,88.43269445135354,0.045,0.2
2023-04-07,86.80212333289772,0.045,0.2
2023-04-08,87.12596164054764,0.045,0.2
2023-04-09,87.41251782007075,0.045,0.2
2023-04-10,87.41814924025263,0.045,0.2
2023-04-11,87.15978314528029,0.045,0.2
2023-04-12,85.60555030876513,0.045,0.2
2023-04-13,85.15187231580659,0.045,0.2
2023-04-14,84.78420381234574,0.045,0.2
2023-04-15,83.92722682659964,0.045,0.2
2023-04-16,83.75668594910202,0.045,0.2
2023-04-17,84.18305457742765,0.045,0.2
2023-04-18,86.18355616149238,0.045,0.2
2023-04-19,86.37311462671701,0.045,0.2
2023-04-20,86.65338069363747,0.045,0.2
2023-04-21,86.57210585558556,0.045,0.2
2023-04-22,84.47929055495828,0.045,0.2
2023-04-23,84.45107080280388,0.045,0.2
2023-04-24,84.51515475132071,0.045,0.2
2023-04-25,87.13799244907969,0.045,0.2
2023-04-26,86.92681175059533,0.045,0.2
2023-04-27,87.25705882699671,0.045,0.2
2023-04-28,87.21889894252467,0.045,0.2
2023-04-29,85.93469142544866,0.045,0.2
2023-04-30,87.17199751072587,0.045,0.2
2023-05-01,87.99781844332176,0.045,0.2
2023-05-02,88.87481048924403,0.045,0.2
2023-05-03,87.85655356579875,0.045,0.2
2023-05-04,89.4092905017451,0.045,0.2
2023-05-05,87.83017371943824,0.045,0.2
2023-05-06,88.4795640618765,0.045,0.2
2023-05-07,90.9213475867557,0.045,0.2
2023-05-08,89.78668693116198,0.045,0.2
2023-05-09,89.14608758300413,0.045,0.2
2023-05-10,89.25800953226567,0.045,0.2
2023-05-11,88.69182839313858,0.045,0.2
2023-05-12,86.95909845806021,0.045,0.2
2023-05-13,87.03421479586315,0.045,0.2
2023-05-14,85.86936898927726,0.045,0.2
2023-05-15,86.38172607800125,0.045,0.2
2023-05-16,85.38110983188471,0.045,0.2
2023-05-17,87.04837562406998,0.045,0.2
2023-05-18,86.18937668849428,0.045,0.2
2023-05-19,85.83965521592008,0.045,0.2
2023-05-20,86.71945619040054,0.045,0.2
2023-05-21,85.37466005481348,0.045,0.2
2023-05-22,85.61932042169056,0.045,0.2
2023-05-23,87.02933798264776,0.045,0.2
2023-05-24,85.26678631302042,0.045,0.2
2023-05-25,85.46513118007556,0.045,0.2
2023-05-26,85.74496243265776,0.045,0.2
2023-05-27,86.58955394168314,0.045,0.2
2023-05-28,85.24013245152699,0.045,0.2
2023-05-29,83.82206144682992,0.045,0.2
2023-05-30,84.3732623829853,0.045,0.2
2023-05-31,84.6889580375446,0.045,0.2
2023-06-01,84.9562290442454,0.045,0.2
2023-06-02,85.3270491501123,0.045,0.2
2023-06-03,84.59600912884298,0.045,0.2
2023-06-04,84.84354733349929,0.045,0.2
2023-06-05,85.15682077126186,0.045,0.2
2023-06-06,84.39041092492738,0.045,0.2
2023-06-07,86.37413828219748,0.045,0.2
2023-06-08,86.88976888414075,0.045,0.2
2023-06-09,85.58563918873165,0.045,0.2
2023-06-10,86.29358630406333,0.045,0.2
2023-06-11,85.23391532041235,0.045,0.2
2023-06-12,86.07912328566124,0.045,0.2
2023-06-13,87.33561441625899,0.045,0.2
2023-06-14,86.43259688504381,0.045,0.2
2023-06-15,87.48166374530165,0.045,0.2
2023-06-16,87.93661658610364,0.045,0.2
2023-06-17,88.84737476152034,0.045,0.2
2023-06-18,90.97059115844198,0.045,0.2
2023-06-19,90.6893465092985,0.045,0.2
2023-06-20,89.82814387219828,0.045,0.2
2023-06-21,88.8214552764531,0.045,0.2
2023-06-22,87.90852673277764,0.045,0.2
2023-06-23,87.82313324857995,0.045,0.2
2023-06-24,88.20060681304588,0.045,0.2
2023-06-25,88.50807204731835,0.045,0.2
2023-06-26,89.43046151876815,0.045,0.2
2023-06-27,89.44511098319308,0.045,0.2
2023-06-28,91.08310213156088,0.045,0.2
2023-06-29,90.77939803472184,0.045,0.2
2023-06-30,93.89049063140602,0.045,0.2
2023-07-01,94.63059816416414,0.045,0.2
2023-07-02,93.60866623446502,0.045,0.2
2023-07-03,92.34570023554733,0.045,0.2
2023-07-04,92.90703106110705,0.045,0.2
2023-07-05,92.64546372167185,0.045,0.2
2023-07-06,93.47886161254729,0.045,0.2
2023-07-07,94.03620442644363,0.045,0.2
2023-07-08,93.94992074979173,0.045,0.2
2023-07-09,92.94760680880464,0.045,0.2
2023-07-10,91.17367560538582,0.045,0.2
2023-07-11,90.66077265764893,0.045,0.2
2023-07-12,91.63896709428836,0.045,0.2
2023-07-13,91.8861474130557,0.045,0.2
2023-07-14,90.44400964069352,0.045,0.2
2023-07-15,90.64134712616523,0.045,0.2
2023-07-16,91.08136941427279,0.045,0.2
2023-07-17,90.06712763325173,0.045,0.2
2023-07-18,90.24156552895427,0.045,0.2
2023-07-19,90.30774516644871,0.045,0.2
2023-07-20,89.00730711497548,0.045,0.2
2023-07-21,89.40852508950942,0.045,0.2
2023-07-22,90.04021607253217,0.045,0.2
2023-07-23,91.26882950450647,0.045,0.2
2023-07-24,92.48057453154219,0.045,0.2
2023-07-25,90.87538896313853,0.045,0.2
2023-07-26,89.80165217710422,0.045,0.2
2023-07-27,90.38436023097397,0.045,0.2
2023-07-28,90.9694267396144,0.045,0.2
2023-07-29,91.55972652290448,0.045,0.2
2023-07-30,96.0040223035308,0.045,0.2
2023-07-31,96.69453549339177,0.045,0.2
2023-08-01,98.07792316151614,0.045,0.2
2023-08-02,99.25675040382649,0.045,0.2
2023-08-03,100.07132657072607,0.045,0.2
2023-08-04,99.67384134720098,0.045,0.2
2023-08-05,100.62693391936233,0.045,0.2
2023-08-06,99.64716141303913,0.045,0.2
2023-08-07,99.34985075459157,0.045,0.2
2023-08-08,98.74232582916515,0.045,0.2
2023-08-09,98.84418023644898,0.045,0.2
2023-08-10,101.72666995488055,0.045,0.2
2023-08-11,99.33351645917796,0.045,0.2
2023-08-12,100.19236056936526,0.045,0.2
2023-08-13,98.15662111309773,0.045,0.2
2023-08-14,97.57300318010246,0.045,0.2
2023-08-15,98.91165482152876,0.045,0.2
2023-08-16,98.99175863468889,0.045,0.2
2023-08-17,97.64761805629057,0.045,0.2
2023-08-18,96.76761970945728,0.045,0.2
2023-08-19,97.59615634288022,0.045,0.2
2023-08-20,96.6981004588598,0.045,0.2
2023-08-21,96.96180796547044,0.045,0.2
2023-08-22,97.0174787053331,0.045,0.2
2023-08-23,96.22102412065789,0.045,0.2
2023-08-24,98.8200652710184,0.045,0.2
2023-08-25,99.60930446746173,0.045,0.2
2023-08-26,97.06783299379764,0.045,0.2
2023-08-27,97.29585538591644,0.045,0.2
2023-08-28,96.48462922741865,0.045,0.2
2023-08-29,97.5208404276796,0.045,0.2
2023-08-30,96.54711211913822,0.045,0.2
2023-08-31,96.40754908925796,0.045,0.2
2023-09-01,97.02091721754927,0.045,0.2
2023-09-02,98.07917192038758,0.045,0.2
2023-09-03,96.59598795457389,0.045,0.2
2023-09-04,96.18890160430664,0.045,0.2
2023-09-05,95.6133314110483,0.045,0.2
2023-09-06,94.82632138263838,0.045,0.2
2023-09-07,96.93550842118225,0.045,0.2
2023-09-08,97.43010149308974,0.045,0.2
2023-09-09,95.88236152312206,0.045,0.2
